"class_id","class_number","course_id","instructor_id","instructor_id_2","instructor_id_3","location_id"
"12453.0.201","12453.0.201","12453","265","","","500"
"12453.0.202","12453.0.202","12453","265","","","500"
"12453.0.203","12453.0.203","12453","265","","","500"
"12453.0.204","12453.0.204","12453","265","","","500"
"12453.0.205","12453.0.205","12453","265","","","500"
"12453.0.206","12453.0.206","12453","265","","","500"
"12454.0.301","12454.0.301","12454","265","","","500"
"12454.0.303","12454.0.303","12454","265","","","500"
"12454.0.304","12454.0.304","12454","265","","","500"
"12454.0.305","12454.0.305","12454","265","","","500"
"12454.0.306","12454.0.306","12454","265","","","500"
"12454.0.307","12454.0.307","12454","265","","","500"
"12455.0.K1","12455.0.K1","12455","265","","","500"
"12455.0.K2","12455.0.K2","12455","265","","","500"
"12455.0.K3","12455.0.K3","12455","265","","","500"
"12455.0.K4","12455.0.K4","12455","265","","","500"
"12455.0.K5","12455.0.K5","12455","265","","","500"
"12455.0.K6","12455.0.K6","12455","265","","","500"
"12656.0.001","12656.0.001","12656","28348","28348","","500"
"12456.0.101","12456.0.101","12456","46","46","","500"
"12456.0.102","12456.0.102","12456","83","83","","500"
"12456.0.103","12456.0.103","12456","227","227","","500"
"12456.0.104","12456.0.104","12456","384","384","","500"
"12456.0.105","12456.0.105","12456","425","425","","500"
"12456.0.106","12456.0.106","12456","513","513","","500"
"12457.0.201","12457.0.201","12457","44","44","","500"
"12457.0.202","12457.0.202","12457","308","308","","500"
"12457.0.203","12457.0.203","12457","326","326","","500"
"12457.0.204","12457.0.204","12457","201","201","","500"
"12457.0.205","12457.0.205","12457","514","514","","500"
"12457.0.206","12457.0.206","12457","519","519","","500"
"12458.0.301","12458.0.301","12458","182","182","","500"
"12458.0.303","12458.0.303","12458","267","267","","500"
"12458.0.304","12458.0.304","12458","462","462","","500"
"12458.0.305","12458.0.305","12458","547","547","","500"
"12458.0.306","12458.0.306","12458","598","598","","500"
"12458.0.307","12458.0.307","12458","635","635","","500"
"12459.0.K1","12459.0.K1","12459","131","131","","500"
"12459.0.K2","12459.0.K2","12459","230","230","","500"
"12459.0.K3","12459.0.K3","12459","245","245","","500"
"12459.0.K4","12459.0.K4","12459","285","285","","500"
"12459.0.K5","12459.0.K5","12459","358","358","","500"
"12459.0.K6","12459.0.K6","12459","406","406","","500"
"12460.0.101","12460.0.101","12460","447","","","500"
"12461.0.201","12461.0.201","12461","447","","","500"
"12462.0.301","12462.0.301","12462","447","","","500"
"12463.0.K1","12463.0.K1","12463","447","","","500"
"12464.0.02","12464.0.02","12464","22668","","","500"
"12465.0.101","12465.0.101","12465","117","","","500"
"12465.0.102","12465.0.102","12465","117","","","500"
"12465.0.103","12465.0.103","12465","117","","","500"
"12465.0.104","12465.0.104","12465","117","","","500"
"12465.0.105","12465.0.105","12465","117","","","500"
"12465.0.106","12465.0.106","12465","117","","","500"
"12466.0.201","12466.0.201","12466","117","","","500"
"12466.0.202","12466.0.202","12466","117","","","500"
"12466.0.203","12466.0.203","12466","117","","","500"
"12466.0.204","12466.0.204","12466","117","","","500"
"12466.0.205","12466.0.205","12466","117","","","500"
"12466.0.206","12466.0.206","12466","117","","","500"
"12467.0.301","12467.0.301","12467","117","","","500"
"12467.0.302","12467.0.302","12467","117","","","500"
"12467.0.303","12467.0.303","12467","117","","","500"
"12467.0.304","12467.0.304","12467","117","","","500"
"12467.0.305","12467.0.305","12467","117","","","500"
"12467.0.306","12467.0.306","12467","117","","","500"
"12467.0.307","12467.0.307","12467","117","","","500"
"12468.0.K1","12468.0.K1","12468","117","","","500"
"12468.0.K2","12468.0.K2","12468","117","","","500"
"12468.0.K3","12468.0.K3","12468","117","","","500"
"12468.0.K4","12468.0.K4","12468","117","","","500"
"12468.0.K5","12468.0.K5","12468","117","","","500"
"12468.0.K6","12468.0.K6","12468","117","","","500"
"12469.0.101","12469.0.101","12469","92","","","500"
"12469.0.102","12469.0.102","12469","92","","","500"
"12469.0.103","12469.0.103","12469","92","","","500"
"12469.0.104","12469.0.104","12469","92","","","500"
"12469.0.105","12469.0.105","12469","92","","","500"
"12469.0.106","12469.0.106","12469","92","","","500"
"12470.0.201","12470.0.201","12470","92","","","500"
"12470.0.202","12470.0.202","12470","92","","","500"
"12470.0.203","12470.0.203","12470","92","","","500"
"12470.0.204","12470.0.204","12470","92","","","500"
"12470.0.205","12470.0.205","12470","92","","","500"
"12470.0.206","12470.0.206","12470","92","","","500"
"12471.0.301","12471.0.301","12471","92","","","500"
"12471.0.302","12471.0.302","12471","92","","","500"
"12471.0.303","12471.0.303","12471","92","","","500"
"12471.0.304","12471.0.304","12471","92","","","500"
"12471.0.305","12471.0.305","12471","92","","","500"
"12471.0.306","12471.0.306","12471","92","","","500"
"12471.0.307","12471.0.307","12471","92","","","500"
"12472.0.K1","12472.0.K1","12472","92","","","500"
"12472.0.K2","12472.0.K2","12472","92","","","500"
"12472.0.K3","12472.0.K3","12472","92","","","500"
"12472.0.K4","12472.0.K4","12472","92","","","500"
"12472.0.K5","12472.0.K5","12472","92","","","500"
"12472.0.K6","12472.0.K6","12472","92","","","500"
"12663.0.101","12663.0.101","12663","46","","","500"
"12663.0.102","12663.0.102","12663","83","","","500"
"12663.0.103","12663.0.103","12663","227","","","500"
"12663.0.104","12663.0.104","12663","384","","","500"
"12663.0.105","12663.0.105","12663","425","","","500"
"12663.0.106","12663.0.106","12663","513","","","500"
"12663.0.201","12663.0.201","12663","44","","","500"
"12663.0.202","12663.0.202","12663","308","","","500"
"12663.0.203","12663.0.203","12663","326","","","500"
"12663.0.204","12663.0.204","12663","201","","","500"
"12663.0.205","12663.0.205","12663","514","","","500"
"12663.0.206","12663.0.206","12663","519","","","500"
"12663.0.301","12663.0.301","12663","182","","","500"
"12663.0.302","12663.0.302","12663","267","","","500"
"12663.0.303","12663.0.303","12663","462","","","500"
"12663.0.304","12663.0.304","12663","547","","","500"
"12663.0.305","12663.0.305","12663","598","","","500"
"12663.0.306","12663.0.306","12663","635","","","500"
"12663.0.K1","12663.0.K1","12663","131","","","500"
"12663.0.K2","12663.0.K2","12663","230","","","500"
"12663.0.K3","12663.0.K3","12663","245","","","500"
"12663.0.K4","12663.0.K4","12663","285","","","500"
"12663.0.K5","12663.0.K5","12663","358","","","500"
"12663.0.K6","12663.0.K6","12663","406","","","500"
"12648.0.101","12648.0.101","12648","46","","","500"
"12648.0.102","12648.0.102","12648","83","","","500"
"12648.0.103","12648.0.103","12648","227","","","500"
"12648.0.104","12648.0.104","12648","384","","","500"
"12648.0.105","12648.0.105","12648","425","","","500"
"12648.0.106","12648.0.106","12648","513","","","500"
"12648.0.201","12648.0.201","12648","44","","","500"
"12648.0.202","12648.0.202","12648","308","","","500"
"12648.0.203","12648.0.203","12648","326","","","500"
"12648.0.204","12648.0.204","12648","201","","","500"
"12648.0.205","12648.0.205","12648","514","","","500"
"12648.0.206","12648.0.206","12648","519","","","500"
"12648.0.301","12648.0.301","12648","182","","","500"
"12648.0.302","12648.0.302","12648","267","","","500"
"12648.0.303","12648.0.303","12648","462","","","500"
"12648.0.304","12648.0.304","12648","547","","","500"
"12648.0.305","12648.0.305","12648","598","","","500"
"12648.0.306","12648.0.306","12648","635","","","500"
"12648.0.K1","12648.0.K1","12648","131","","","500"
"12648.0.K2","12648.0.K2","12648","230","","","500"
"12648.0.K3","12648.0.K3","12648","245","","","500"
"12648.0.K4","12648.0.K4","12648","285","","","500"
"12648.0.K5","12648.0.K5","12648","358","","","500"
"12648.0.K6","12648.0.K6","12648","406","","","500"
"12474.0.101","12474.0.101","12474","442","","","600"
"12474.0.102","12474.0.102","12474","442","","","600"
"12474.0.103","12474.0.103","12474","442","","","600"
"12474.0.104","12474.0.104","12474","442","","","600"
"12474.0.105","12474.0.105","12474","442","","","600"
"12474.0.106","12474.0.106","12474","442","","","600"
"12475.0.201","12475.0.201","12475","442","","","600"
"12475.0.202","12475.0.202","12475","442","","","600"
"12475.0.203","12475.0.203","12475","442","","","600"
"12475.0.204","12475.0.204","12475","442","","","600"
"12475.0.205","12475.0.205","12475","442","","","600"
"12476.0.301","12476.0.301","12476","442","","","600"
"12476.0.302","12476.0.302","12476","442","","","600"
"12476.0.303","12476.0.303","12476","442","","","600"
"12476.0.304","12476.0.304","12476","442","","","600"
"12476.0.305","12476.0.305","12476","442","","","600"
"12477.0.K1","12477.0.K1","12477","442","","","600"
"12477.0.K2","12477.0.K2","12477","442","","","600"
"12477.0.K3","12477.0.K3","12477","442","","","600"
"12477.0.K4","12477.0.K4","12477","442","","","600"
"12477.0.K5","12477.0.K5","12477","442","","","600"
"12477.0.K6","12477.0.K6","12477","442","","","600"
"12478.0.A1","12478.0.A1","12478","225","225","","600"
"12479.0.101","12479.0.101","12479","22856","22856","","600"
"12479.0.102","12479.0.102","12479","96","96","","600"
"12479.0.103","12479.0.103","12479","237","237","","600"
"12479.0.104","12479.0.104","12479","331","331","","600"
"12479.0.105","12479.0.105","12479","369","369","","600"
"12479.0.106","12479.0.106","12479","438","438","","600"
"12480.0.201","12480.0.201","12480","294","294","","600"
"12480.0.202","12480.0.202","12480","390","390","","600"
"12480.0.203","12480.0.203","12480","409","409","","600"
"12480.0.204","12480.0.204","12480","526","526","","600"
"12480.0.205","12480.0.205","12480","546","546","","600"
"12481.0.301","12481.0.301","12481","25247","25247","","600"
"12481.0.302","12481.0.302","12481","260","260","","600"
"12481.0.303","12481.0.303","12481","349","349","","600"
"12481.0.304","12481.0.304","12481","433","433","","600"
"12481.0.305","12481.0.305","12481","21022","21022","","600"
"12482.0.K1","12482.0.K1","12482","22","22","","600"
"12482.0.K2","12482.0.K2","12482","120","120","","600"
"12482.0.K3","12482.0.K3","12482","309","309","","600"
"12482.0.K4","12482.0.K4","12482","431","","","600"
"12482.0.K5","12482.0.K5","12482","443","443","","600"
"12482.0.K6","12482.0.K6","12482","521","521","","600"
"12637.0.M1","12637.0.M1","12637","344","344","","600"
"12483.0.101","12483.0.101","12483","142","","","600"
"12483.0.102","12483.0.102","12483","142","","","600"
"12483.0.103","12483.0.103","12483","142","","","600"
"12483.0.104","12483.0.104","12483","142","","","600"
"12483.0.105","12483.0.105","12483","142","","","600"
"12483.0.106","12483.0.106","12483","142","","","600"
"12484.0.201","12484.0.201","12484","142","","","600"
"12484.0.202","12484.0.202","12484","142","","","600"
"12484.0.203","12484.0.203","12484","142","","","600"
"12484.0.204","12484.0.204","12484","142","","","600"
"12484.0.205","12484.0.205","12484","142","","","600"
"12485.0.301","12485.0.301","12485","142","","","600"
"12485.0.302","12485.0.302","12485","142","","","600"
"12485.0.303","12485.0.303","12485","142","","","600"
"12485.0.304","12485.0.304","12485","142","","","600"
"12485.0.305","12485.0.305","12485","142","","","600"
"12486.0.K1","12486.0.K1","12486","142","","","600"
"12486.0.K2","12486.0.K2","12486","142","","","600"
"12486.0.K3","12486.0.K3","12486","142","","","600"
"12486.0.K4","12486.0.K4","12486","142","","","600"
"12486.0.K5","12486.0.K5","12486","142","","","600"
"12486.0.K6","12486.0.K6","12486","142","","","600"
"12487.0.HRH","12487.0.HRH","12487","537","","","600"
"12488.0.101","12488.0.101","12488","211","","","600"
"12488.0.102","12488.0.102","12488","33","","","600"
"12488.0.103","12488.0.103","12488","211","","","600"
"12488.0.104","12488.0.104","12488","33","","","600"
"12488.0.105","12488.0.105","12488","33","","","600"
"12488.0.106","12488.0.106","12488","33","","","600"
"12489.0.201","12489.0.201","12489","211","","","600"
"12489.0.202","12489.0.202","12489","211","","","600"
"12489.0.203","12489.0.203","12489","211","","","600"
"12489.0.204","12489.0.204","12489","211","","","600"
"12489.0.205","12489.0.205","12489","211","","","600"
"12490.0.301","12490.0.301","12490","211","","","600"
"12490.0.302","12490.0.302","12490","211","","","600"
"12490.0.303","12490.0.303","12490","211","","","600"
"12490.0.304","12490.0.304","12490","211","","","600"
"12490.0.305","12490.0.305","12490","211","","","600"
"12491.0.K1","12491.0.K1","12491","211","","","600"
"12491.0.K2","12491.0.K2","12491","211","","","600"
"12491.0.K3","12491.0.K3","12491","211","","","600"
"12491.0.K4","12491.0.K4","12491","211","","","600"
"12491.0.K5","12491.0.K5","12491","211","","","600"
"12491.0.K6","12491.0.K6","12491","211","","","600"
"12492.0.101","12492.0.101","12492","540","","","600"
"12492.0.102","12492.0.102","12492","540","","","600"
"12492.0.103","12492.0.103","12492","540","","","600"
"12492.0.104","12492.0.104","12492","540","","","600"
"12492.0.105","12492.0.105","12492","540","","","600"
"12492.0.106","12492.0.106","12492","540","","","600"
"12493.0.201","12493.0.201","12493","540","","","600"
"12493.0.202","12493.0.202","12493","540","","","600"
"12493.0.203","12493.0.203","12493","540","","","600"
"12493.0.204","12493.0.204","12493","540","","","600"
"12493.0.205","12493.0.205","12493","540","","","600"
"12494.0.301","12494.0.301","12494","540","","","600"
"12494.0.302","12494.0.302","12494","540","","","600"
"12494.0.303","12494.0.303","12494","540","","","600"
"12494.0.304","12494.0.304","12494","540","","","600"
"12494.0.305","12494.0.305","12494","540","","","600"
"12495.0.K1","12495.0.K1","12495","540","","","600"
"12495.0.K2","12495.0.K2","12495","540","","","600"
"12495.0.K3","12495.0.K3","12495","540","","","600"
"12495.0.K4","12495.0.K4","12495","540","","","600"
"12495.0.K5","12495.0.K5","12495","540","","","600"
"12495.0.K6","12495.0.K6","12495","540","","","600"
"12662.0.101","12662.0.101","12662","22856","","","600"
"12662.0.102","12662.0.102","12662","96","","","600"
"12662.0.103","12662.0.103","12662","237","","","600"
"12662.0.104","12662.0.104","12662","331","","","600"
"12662.0.105","12662.0.105","12662","369","","","600"
"12662.0.106","12662.0.106","12662","438","","","600"
"12662.0.201","12662.0.201","12662","294","","","600"
"12662.0.202","12662.0.202","12662","390","","","600"
"12662.0.203","12662.0.203","12662","409","","","600"
"12662.0.204","12662.0.204","12662","526","","","600"
"12662.0.205","12662.0.205","12662","546","","","600"
"12662.0.301","12662.0.301","12662","25247","","","600"
"12662.0.302","12662.0.302","12662","260","","","600"
"12662.0.303","12662.0.303","12662","349","","","600"
"12662.0.304","12662.0.304","12662","433","","","600"
"12662.0.305","12662.0.305","12662","21022","","","600"
"12662.0.AU1","12662.0.AU1","12662","225","","","600"
"12662.0.K1","12662.0.K1","12662","22","","","600"
"12662.0.K2","12662.0.K2","12662","120","","","600"
"12662.0.K3","12662.0.K3","12662","309","","","600"
"12662.0.K4","12662.0.K4","12662","431","","","600"
"12662.0.K5","12662.0.K5","12662","443","","","600"
"12662.0.K6","12662.0.K6","12662","521","","","600"
"12662.0.MA1","12662.0.MA1","12662","344","","","600"
"12649.0.101","12649.0.101","12649","22856","","","600"
"12649.0.102","12649.0.102","12649","96","","","600"
"12649.0.103","12649.0.103","12649","237","","","600"
"12649.0.104","12649.0.104","12649","331","","","600"
"12649.0.105","12649.0.105","12649","369","","","600"
"12649.0.106","12649.0.106","12649","438","","","600"
"12649.0.201","12649.0.201","12649","294","","","600"
"12649.0.202","12649.0.202","12649","390","","","600"
"12649.0.203","12649.0.203","12649","409","","","600"
"12649.0.204","12649.0.204","12649","526","","","600"
"12649.0.205","12649.0.205","12649","546","","","600"
"12649.0.301","12649.0.301","12649","25247","","","600"
"12649.0.302","12649.0.302","12649","260","","","600"
"12649.0.303","12649.0.303","12649","349","","","600"
"12649.0.304","12649.0.304","12649","433","","","600"
"12649.0.305","12649.0.305","12649","21022","","","600"
"12649.0.AU1","12649.0.AU1","12649","225","","","600"
"12649.0.K1","12649.0.K1","12649","22","","","600"
"12649.0.K2","12649.0.K2","12649","120","","","600"
"12649.0.K3","12649.0.K3","12649","309","","","600"
"12649.0.K4","12649.0.K4","12649","431","","","600"
"12649.0.K5","12649.0.K5","12649","443","","","600"
"12649.0.K6","12649.0.K6","12649","521","","","600"
"12649.0.MA1","12649.0.MA1","12649","344","","","600"
"12496.0.101","12496.0.101","12496","478","","","700"
"12496.0.102","12496.0.102","12496","478","","","700"
"12496.0.103","12496.0.103","12496","478","","","700"
"12496.0.104","12496.0.104","12496","478","","","700"
"12496.0.105","12496.0.105","12496","478","","","700"
"12496.0.106","12496.0.106","12496","478","","","700"
"12496.0.107","12496.0.107","12496","478","","","700"
"12496.0.108","12496.0.108","12496","478","","","700"
"12497.0.201","12497.0.201","12497","478","","","700"
"12497.0.202","12497.0.202","12497","478","","","700"
"12497.0.203","12497.0.203","12497","478","","","700"
"12497.0.204","12497.0.204","12497","478","","","700"
"12497.0.205","12497.0.205","12497","478","","","700"
"12497.0.206","12497.0.206","12497","478","","","700"
"12497.0.207","12497.0.207","12497","478","","","700"
"12497.0.208","12497.0.208","12497","478","","","700"
"12498.0.301","12498.0.301","12498","478","","","700"
"12498.0.302","12498.0.302","12498","478","","","700"
"12498.0.303","12498.0.303","12498","478","","","700"
"12498.0.304","12498.0.304","12498","478","","","700"
"12498.0.305","12498.0.305","12498","478","","","700"
"12498.0.306","12498.0.306","12498","478","","","700"
"12498.0.307","12498.0.307","12498","478","","","700"
"12499.0.K1","12499.0.K1","12499","478","","","700"
"12499.0.K2","12499.0.K2","12499","478","","","700"
"12499.0.K3","12499.0.K3","12499","478","","","700"
"12499.0.K4","12499.0.K4","12499","478","","","700"
"12499.0.K5","12499.0.K5","12499","478","","","700"
"12499.0.K6","12499.0.K6","12499","478","","","700"
"12499.0.K7","12499.0.K7","12499","478","","","700"
"12499.0.K8","12499.0.K8","12499","478","","","700"
"12500.0.1","12500.0.1","12500","41","41","","700"
"12501.0.101","12501.0.101","12501","47","47","","700"
"12501.0.102","12501.0.102","12501","91","91","","700"
"12501.0.103","12501.0.103","12501","207","207","","700"
"12501.0.104","12501.0.104","12501","328","328","","700"
"12501.0.105","12501.0.105","12501","491","491","","700"
"12501.0.106","12501.0.106","12501","538","538","","700"
"12501.0.107","12501.0.107","12501","563","563","","700"
"12501.0.108","12501.0.108","12501","23040","23040","","700"
"12502.0.201","12502.0.201","12502","127","127","","700"
"12502.0.202","12502.0.202","12502","313","313","","700"
"12502.0.203","12502.0.203","12502","395","395","","700"
"12502.0.204","12502.0.204","12502","22409","22409","","700"
"12502.0.205","12502.0.205","12502","457","457","","700"
"12502.0.206","12502.0.206","12502","508","508","","700"
"12502.0.207","12502.0.207","12502","535","535","","700"
"12502.0.208","12502.0.208","12502","22080","22080","","700"
"12503.0.301","12503.0.301","12503","146","146","","700"
"12503.0.302","12503.0.302","12503","155","155","","700"
"12503.0.303","12503.0.303","12503","156","156","","700"
"12503.0.304","12503.0.304","12503","302","302","","700"
"12503.0.305","12503.0.305","12503","275","275","","700"
"12503.0.306","12503.0.306","12503","278","278","","700"
"12503.0.307","12503.0.307","12503","554","554","","700"
"12504.0.K1","12504.0.K1","12504","94","94","","700"
"12504.0.K2","12504.0.K2","12504","188","188","","700"
"12504.0.K3","12504.0.K3","12504","22079","22079","","700"
"12504.0.K4","12504.0.K4","12504","325","325","","700"
"12504.0.K5","12504.0.K5","12504","419","419","","700"
"12504.0.K6","12504.0.K6","12504","609","609","","700"
"12504.0.K7","12504.0.K7","12504","630","630","","700"
"12504.0.K8","12504.0.K8","12504","","","","700"
"12505.0.101","12505.0.101","12505","186","","","700"
"12505.0.102","12505.0.102","12505","186","","","700"
"12505.0.103","12505.0.103","12505","186","","","700"
"12505.0.104","12505.0.104","12505","186","","","700"
"12505.0.105","12505.0.105","12505","186","","","700"
"12505.0.106","12505.0.106","12505","186","","","700"
"12505.0.107","12505.0.107","12505","186","","","700"
"12505.0.108","12505.0.108","12505","186","","","700"
"12506.0.201","12506.0.201","12506","186","","","700"
"12506.0.202","12506.0.202","12506","186","","","700"
"12506.0.203","12506.0.203","12506","186","","","700"
"12506.0.204","12506.0.204","12506","186","","","700"
"12506.0.205","12506.0.205","12506","186","","","700"
"12506.0.206","12506.0.206","12506","186","","","700"
"12506.0.207","12506.0.207","12506","186","","","700"
"12506.0.208","12506.0.208","12506","186","","","700"
"12507.0.301","12507.0.301","12507","186","","","700"
"12507.0.302","12507.0.302","12507","186","","","700"
"12507.0.303","12507.0.303","12507","186","","","700"
"12507.0.304","12507.0.304","12507","186","","","700"
"12507.0.305","12507.0.305","12507","186","","","700"
"12507.0.306","12507.0.306","12507","186","","","700"
"12507.0.307","12507.0.307","12507","186","","","700"
"12508.0.K1","12508.0.K1","12508","186","","","700"
"12508.0.K2","12508.0.K2","12508","186","","","700"
"12508.0.K3","12508.0.K3","12508","186","","","700"
"12508.0.K4","12508.0.K4","12508","186","","","700"
"12508.0.K5","12508.0.K5","12508","186","","","700"
"12508.0.K6","12508.0.K6","12508","186","","","700"
"12508.0.K7","12508.0.K7","12508","186","","","700"
"12508.0.K8","12508.0.K8","12508","186","","","700"
"12509.0.101","12509.0.101","12509","466","","","700"
"12509.0.102","12509.0.102","12509","466","","","700"
"12509.0.103","12509.0.103","12509","466","","","700"
"12509.0.104","12509.0.104","12509","466","","","700"
"12509.0.105","12509.0.105","12509","466","","","700"
"12509.0.106","12509.0.106","12509","466","","","700"
"12509.0.107","12509.0.107","12509","466","","","700"
"12509.0.108","12509.0.108","12509","466","","","700"
"12510.0.201","12510.0.201","12510","466","","","700"
"12510.0.202","12510.0.202","12510","466","","","700"
"12510.0.203","12510.0.203","12510","466","","","700"
"12510.0.204","12510.0.204","12510","466","","","700"
"12510.0.205","12510.0.205","12510","466","","","700"
"12510.0.206","12510.0.206","12510","466","","","700"
"12510.0.207","12510.0.207","12510","466","","","700"
"12510.0.208","12510.0.208","12510","466","","","700"
"12511.0.301","12511.0.301","12511","466","","","700"
"12511.0.302","12511.0.302","12511","466","","","700"
"12511.0.303","12511.0.303","12511","466","","","700"
"12511.0.304","12511.0.304","12511","466","","","700"
"12511.0.305","12511.0.305","12511","466","","","700"
"12511.0.306","12511.0.306","12511","466","","","700"
"12511.0.307","12511.0.307","12511","466","","","700"
"12512.0.K1","12512.0.K1","12512","466","","","700"
"12512.0.K2","12512.0.K2","12512","466","","","700"
"12512.0.K3","12512.0.K3","12512","466","","","700"
"12512.0.K4","12512.0.K4","12512","466","","","700"
"12512.0.K5","12512.0.K5","12512","466","","","700"
"12512.0.K6","12512.0.K6","12512","466","","","700"
"12512.0.K7","12512.0.K7","12512","466","","","700"
"12512.0.K8","12512.0.K8","12512","466","","","700"
"12513.0.101","12513.0.101","12513","143","","","700"
"12513.0.102","12513.0.102","12513","143","","","700"
"12513.0.103","12513.0.103","12513","143","","","700"
"12513.0.104","12513.0.104","12513","143","","","700"
"12513.0.105","12513.0.105","12513","143","","","700"
"12513.0.106","12513.0.106","12513","143","","","700"
"12513.0.107","12513.0.107","12513","143","","","700"
"12513.0.108","12513.0.108","12513","143","","","700"
"12514.0.201","12514.0.201","12514","143","","","700"
"12514.0.202","12514.0.202","12514","143","","","700"
"12514.0.203","12514.0.203","12514","143","","","700"
"12514.0.204","12514.0.204","12514","143","","","700"
"12514.0.205","12514.0.205","12514","143","","","700"
"12514.0.206","12514.0.206","12514","143","","","700"
"12514.0.207","12514.0.207","12514","143","","","700"
"12514.0.208","12514.0.208","12514","143","","","700"
"12515.0.301","12515.0.301","12515","143","","","700"
"12515.0.302","12515.0.302","12515","143","","","700"
"12515.0.303","12515.0.303","12515","143","","","700"
"12515.0.304","12515.0.304","12515","143","","","700"
"12515.0.305","12515.0.305","12515","143","","","700"
"12515.0.306","12515.0.306","12515","143","","","700"
"12515.0.307","12515.0.307","12515","143","","","700"
"12516.0.K1","12516.0.K1","12516","143","","","700"
"12516.0.K2","12516.0.K2","12516","143","","","700"
"12516.0.K3","12516.0.K3","12516","143","","","700"
"12516.0.K4","12516.0.K4","12516","143","","","700"
"12516.0.K5","12516.0.K5","12516","143","","","700"
"12516.0.K6","12516.0.K6","12516","143","","","700"
"12516.0.K7","12516.0.K7","12516","143","","","700"
"12516.0.K8","12516.0.K8","12516","143","","","700"
"12661.0.101","12661.0.101","12661","47","","","700"
"12661.0.102","12661.0.102","12661","91","","","700"
"12661.0.103","12661.0.103","12661","207","","","700"
"12661.0.104","12661.0.104","12661","328","","","700"
"12661.0.105","12661.0.105","12661","491","","","700"
"12661.0.106","12661.0.106","12661","538","","","700"
"12661.0.107","12661.0.107","12661","563","","","700"
"12661.0.108","12661.0.108","12661","23040","","","700"
"12661.0.201","12661.0.201","12661","127","","","700"
"12661.0.202","12661.0.202","12661","313","","","700"
"12661.0.203","12661.0.203","12661","395","","","700"
"12661.0.204","12661.0.204","12661","22409","","","700"
"12661.0.205","12661.0.205","12661","457","","","700"
"12661.0.206","12661.0.206","12661","508","","","700"
"12661.0.207","12661.0.207","12661","535","","","700"
"12661.0.208","12661.0.208","12661","22080","","","700"
"12661.0.301","12661.0.301","12661","146","","","700"
"12661.0.302","12661.0.302","12661","155","","","700"
"12661.0.303","12661.0.303","12661","156","","","700"
"12661.0.304","12661.0.304","12661","302","","","700"
"12661.0.305","12661.0.305","12661","275","","","700"
"12661.0.306","12661.0.306","12661","278","","","700"
"12661.0.307","12661.0.307","12661","554","","","700"
"12661.0.K1","12661.0.K1","12661","94","","","700"
"12661.0.K2","12661.0.K2","12661","188","","","700"
"12661.0.K3","12661.0.K3","12661","22079","","","700"
"12661.0.K4","12661.0.K4","12661","325","","","700"
"12661.0.K5","12661.0.K5","12661","419","","","700"
"12661.0.K6","12661.0.K6","12661","609","","","700"
"12661.0.K7","12661.0.K7","12661","630","","","700"
"12661.0.K8","12661.0.K8","12661","","","","700"
"12650.0.101","12650.0.101","12650","47","","","700"
"12650.0.102","12650.0.102","12650","91","","","700"
"12650.0.103","12650.0.103","12650","207","","","700"
"12650.0.104","12650.0.104","12650","328","","","700"
"12650.0.105","12650.0.105","12650","491","","","700"
"12650.0.106","12650.0.106","12650","538","","","700"
"12650.0.107","12650.0.107","12650","563","","","700"
"12650.0.108","12650.0.108","12650","23040","","","700"
"12650.0.201","12650.0.201","12650","127","","","700"
"12650.0.202","12650.0.202","12650","313","","","700"
"12650.0.203","12650.0.203","12650","395","","","700"
"12650.0.204","12650.0.204","12650","22409","","","700"
"12650.0.205","12650.0.205","12650","457","","","700"
"12650.0.206","12650.0.206","12650","508","","","700"
"12650.0.207","12650.0.207","12650","535","","","700"
"12650.0.208","12650.0.208","12650","22080","","","700"
"12650.0.301","12650.0.301","12650","146","","","700"
"12650.0.302","12650.0.302","12650","155","","","700"
"12650.0.303","12650.0.303","12650","156","","","700"
"12650.0.304","12650.0.304","12650","302","","","700"
"12650.0.305","12650.0.305","12650","275","","","700"
"12650.0.306","12650.0.306","12650","278","","","700"
"12650.0.307","12650.0.307","12650","554","","","700"
"12650.0.K1","12650.0.K1","12650","94","","","700"
"12650.0.K2","12650.0.K2","12650","188","","","700"
"12650.0.K3","12650.0.K3","12650","22079","","","700"
"12650.0.K4","12650.0.K4","12650","325","","","700"
"12650.0.K5","12650.0.K5","12650","419","","","700"
"12650.0.K6","12650.0.K6","12650","609","","","700"
"12650.0.K7","12650.0.K7","12650","630","","","700"
"12650.0.K8","12650.0.K8","12650","","","","700"
