"class_id","class_number","course_id","instructor_id","instructor_id_2","instructor_id_3","location_id"
"12307.0.03","12307.0.03","12307","555","","","200"
"12307.0.04","12307.0.04","12307","175","","","200"
"12307.0.05","12307.0.05","12307","599","","","200"
"12307.0.06","12307.0.06","12307","215","","","200"
"12307.0.07","12307.0.07","12307","618","","","200"
"12307.0.08","12307.0.08","12307","34","","","200"
"12307.0.09","12307.0.09","12307","287","","","200"
"12307.0.10","12307.0.10","12307","27","","","200"
"12307.0.11","12307.0.11","12307","12","","","200"
"12307.0.12","12307.0.12","12307","541","","","200"
"12307.0.13","12307.0.13","12307","620","","","200"
"12307.0.14","12307.0.14","12307","586","","","200"
"12307.0.15","12307.0.15","12307","524","","","200"
"12307.0.16","12307.0.16","12307","79","","","200"
"12307.0.17","12307.0.17","12307","391","","","200"
"12307.0.18","12307.0.18","12307","12128","","","200"
"12311.0.01","12311.0.01","12311","191","","","200"
"12311.0.02","12311.0.02","12311","191","","","200"
"12311.0.03","12311.0.03","12311","191","","","200"
"12311.0.04","12311.0.04","12311","191","","","200"
"12311.0.05","12311.0.05","12311","191","","","200"
"12311.0.06","12311.0.06","12311","191","","","200"
"12311.0.07","12311.0.07","12311","191","","","200"
"12311.0.08","12311.0.08","12311","191","","","200"
"12311.0.09","12311.0.09","12311","191","","","200"
"12311.0.10","12311.0.10","12311","191","","","200"
"12311.0.11","12311.0.11","12311","191","","","200"
"12311.0.12","12311.0.12","12311","191","","","200"
"12311.0.13","12311.0.13","12311","191","","","200"
"12311.0.14","12311.0.14","12311","191","","","200"
"12311.0.15","12311.0.15","12311","191","","","200"
"12311.0.16","12311.0.16","12311","191","","","200"
"12311.0.17","12311.0.17","12311","191","","","200"
"12311.0.18","12311.0.18","12311","191","","","200"
"12311.0.19","12311.0.19","12311","191","","","200"
"12311.0.20","12311.0.20","12311","191","","","200"
"12311.0.21","12311.0.21","12311","191","","","200"
"12311.0.22","12311.0.22","12311","191","","","200"
"12311.0.23","12311.0.23","12311","191","","","200"
"12311.0.24","12311.0.24","12311","191","","","200"
"12313.0.001","12313.0.001","12313","555","","","200"
"12313.0.002","12313.0.002","12313","555","","","200"
"12313.0.003","12313.0.003","12313","34","","","200"
"12313.0.004","12313.0.004","12313","34","","","200"
"12313.0.005","12313.0.005","12313","620","","","200"
"12313.0.006","12313.0.006","12313","620","","","200"
"12313.0.007","12313.0.007","12313","440","","","200"
"12314.0.01","12314.0.01","12314","530","","","200"
"12314.0.02","12314.0.02","12314","530","","","200"
"12314.0.03","12314.0.03","12314","530","","","200"
"12314.0.04","12314.0.04","12314","530","","","200"
"12314.0.05","12314.0.05","12314","530","","","200"
"12314.0.06","12314.0.06","12314","530","","","200"
"12314.0.07","12314.0.07","12314","530","","","200"
"12314.0.08","12314.0.08","12314","530","","","200"
"12314.0.09","12314.0.09","12314","530","","","200"
"12314.0.10","12314.0.10","12314","530","","","200"
"12314.0.11","12314.0.11","12314","530","","","200"
"12314.0.12","12314.0.12","12314","530","","","200"
"12314.0.13","12314.0.13","12314","530","","","200"
"12314.0.14","12314.0.14","12314","530","","","200"
"12314.0.15","12314.0.15","12314","530","","","200"
"12314.0.16","12314.0.16","12314","530","","","200"
"12314.0.17","12314.0.17","12314","530","","","200"
"12314.0.18","12314.0.18","12314","530","","","200"
"12314.0.19","12314.0.19","12314","530","","","200"
"12314.0.20","12314.0.20","12314","530","","","200"
"12314.0.21","12314.0.21","12314","530","","","200"
"12314.0.22","12314.0.22","12314","530","","","200"
"12314.0.23","12314.0.23","12314","530","","","200"
"12314.0.24","12314.0.24","12314","530","","","200"
"12315.0.001","12315.0.001","12315","12","","","200"
"12317.0.001","12317.0.001","12317","599","","","200"
"12317.0.002","12317.0.002","12317","599","","","200"
"12317.0.003","12317.0.003","12317","599","","","200"
"12317.0.004","12317.0.004","12317","599","","","200"
"12317.0.005","12317.0.005","12317","599","","","200"
"12317.0.006","12317.0.006","12317","27","","","200"
"12317.0.007","12317.0.007","12317","27","","","200"
"12317.0.008","12317.0.008","12317","27","","","200"
"12317.0.009","12317.0.009","12317","27","","","200"
"12317.0.010","12317.0.010","12317","27","","","200"
"12317.0.011","12317.0.011","12317","524","","","200"
"12317.0.012","12317.0.012","12317","524","","","200"
"12317.0.013","12317.0.013","12317","524","","","200"
"12317.0.014","12317.0.014","12317","524","","","200"
"12317.0.015","12317.0.015","12317","524","","","200"
"12317.0.016","12317.0.016","12317","391","","","200"
"12317.0.017","12317.0.017","12317","391","","","200"
"12317.0.018","12317.0.018","12317","391","","","200"
"12318.0.01","12318.0.01","12318","175","","","200"
"12318.0.02","12318.0.02","12318","212","","","200"
"12318.0.03","12318.0.03","12318","374","","","200"
"12318.0.04","12318.0.04","12318","555","","","200"
"12318.0.05","12318.0.05","12318","599","","","200"
"12318.0.06","12318.0.06","12318","475","","","200"
"12318.0.07","12318.0.07","12318","179","","","200"
"12318.0.08","12318.0.08","12318","191","","","200"
"12318.0.09","12318.0.09","12318","297","","","200"
"12318.0.10","12318.0.10","12318","27","","","200"
"12318.0.11","12318.0.11","12318","34","","","200"
"12318.0.12","12318.0.12","12318","215","","","200"
"12318.0.13","12318.0.13","12318","287","","","200"
"12318.0.14","12318.0.14","12318","618","","","200"
"12318.0.15","12318.0.15","12318","121","","","200"
"12318.0.16","12318.0.16","12318","53","","","200"
"12318.0.17","12318.0.17","12318","6932","","","200"
"12318.0.18","12318.0.18","12318","12","","","200"
"12318.0.19","12318.0.19","12318","541","","","200"
"12318.0.20","12318.0.20","12318","524","","","200"
"12318.0.21","12318.0.21","12318","586","","","200"
"12318.0.22","12318.0.22","12318","620","","","200"
"12318.0.23","12318.0.23","12318","388","","","200"
"12318.0.24","12318.0.24","12318","439","","","200"
"12318.0.25","12318.0.25","12318","467","","","200"
"12318.0.26","12318.0.26","12318","103","530","","200"
"12318.0.27","12318.0.27","12318","79","","","200"
"12318.0.28","12318.0.28","12318","391","","","200"
"12318.0.29","12318.0.29","12318","387","","","200"
"12318.0.30","12318.0.30","12318","12128","","","200"
"12320.0.001","12320.0.001","12320","212","","","200"
"12320.0.002","12320.0.002","12320","374","","","200"
"12320.0.003","12320.0.003","12320","283","374","374","200"
"12320.0.004","12320.0.004","12320","212","212","","200"
"12320.0.005","12320.0.005","12320","212","283","374","200"
"12320.0.006","12320.0.006","12320","215","6932","","200"
"12320.0.007","12320.0.007","12320","618","6932","","200"
"12320.0.008","12320.0.008","12320","215","","","200"
"12320.0.009","12320.0.009","12320","618","","","200"
"12320.0.010","12320.0.010","12320","215","618","","200"
"12320.0.012","12320.0.012","12320","541","","","200"
"12320.0.013","12320.0.013","12320","12","","","200"
"12320.0.014","12320.0.014","12320","541","","","200"
"12320.0.015","12320.0.015","12320","12","541","","200"
"12320.0.016","12320.0.016","12320","79","205","","200"
"12320.0.017","12320.0.017","12320","79","","","200"
"12320.0.018","12320.0.018","12320","79","","","200"
"12332.0.001","12332.0.001","12332","108","","","200"
"12333.0.001","12333.0.001","12333","388","439","467","200"
"12333.0.002","12333.0.002","12333","388","439","467","200"
"12333.0.003","12333.0.003","12333","388","439","467","200"
"12333.0.004","12333.0.004","12333","388","439","467","200"
"12333.0.005","12333.0.005","12333","388","439","467","200"
"12333.0.006","12333.0.006","12333","388","439","467","200"
"12334.0.001","12334.0.001","12334","555","","","200"
"12334.0.002","12334.0.002","12334","297","555","","200"
"12334.0.003","12334.0.003","12334","555","","","200"
"12334.0.004","12334.0.004","12334","34","234","6932","200"
"12334.0.005","12334.0.005","12334","34","","","200"
"12334.0.006","12334.0.006","12334","34","","","200"
"12334.0.007","12334.0.007","12334","620","","","200"
"12334.0.008","12334.0.008","12334","620","","","200"
"12334.0.009","12334.0.009","12334","620","","","200"
"12334.0.010","12334.0.010","12334","12128","","","200"
"12334.0.011","12334.0.011","12334","12128","","","200"
"12335.0.001","12335.0.001","12335","175","","","200"
"12335.0.002","12335.0.002","12335","175","","","200"
"12335.0.003","12335.0.003","12335","175","","","200"
"12335.0.004","12335.0.004","12335","175","","","200"
"12335.0.005","12335.0.005","12335","175","","","200"
"12335.0.006","12335.0.006","12335","287","","","200"
"12335.0.007","12335.0.007","12335","287","","","200"
"12335.0.008","12335.0.008","12335","287","","","200"
"12335.0.009","12335.0.009","12335","287","","","200"
"12335.0.010","12335.0.010","12335","287","","","200"
"12335.0.011","12335.0.011","12335","586","","","200"
"12335.0.012","12335.0.012","12335","586","","","200"
"12335.0.013","12335.0.013","12335","586","","","200"
"12335.0.014","12335.0.014","12335","586","","","200"
"12335.0.015","12335.0.015","12335","586","","","200"
"12335.0.016","12335.0.016","12335","25246","","","200"
"12335.0.017","12335.0.017","12335","25246","","","200"
"12335.0.018","12335.0.018","12335","25246","","","200"
"12339.0.01","12339.0.01","12339","121","","","200"
"12339.0.02","12339.0.02","12339","121","","","200"
"12339.0.03","12339.0.03","12339","121","","","200"
"12339.0.04","12339.0.04","12339","121","","","200"
"12339.0.05","12339.0.05","12339","121","","","200"
"12339.0.06","12339.0.06","12339","121","","","200"
"12339.0.07","12339.0.07","12339","121","","","200"
"12339.0.08","12339.0.08","12339","121","","","200"
"12339.0.09","12339.0.09","12339","121","","","200"
"12339.0.10","12339.0.10","12339","121","","","200"
"12339.0.11","12339.0.11","12339","121","","","200"
"12339.0.12","12339.0.12","12339","121","","","200"
"12339.0.13","12339.0.13","12339","121","","","200"
"12339.0.14","12339.0.14","12339","121","","","200"
"12339.0.15","12339.0.15","12339","121","","","200"
"12339.0.16","12339.0.16","12339","121","","","200"
"12339.0.17","12339.0.17","12339","121","","","200"
"12339.0.18","12339.0.18","12339","121","","","200"
"12339.0.19","12339.0.19","12339","121","","","200"
"12339.0.20","12339.0.20","12339","121","","","200"
"12339.0.21","12339.0.21","12339","121","","","200"
"12339.0.22","12339.0.22","12339","121","","","200"
"12339.0.23","12339.0.23","12339","121","","","200"
"12339.0.24","12339.0.24","12339","121","","","200"
"12343.0.Adv","12343.0.Adv","12343","522","","","200"
"12343.0.Beg","12343.0.Beg","12343","522","","","200"
"12344.0.001","12344.0.001","12344","28139","","","200"
"12344.0.002","12344.0.002","12344","534","","","200"
"12344.0.003","12344.0.003","12344","28303","","","200"
"12344.0.004","12344.0.004","12344","","","","200"
"12344.0.PP","12344.0.PP","12344","266","8290","","200"
"12641.0.001","12641.0.001","12641","103","","","200"
"12641.0.002","12641.0.002","12641","103","","","200"
"12641.0.003","12641.0.003","12641","103","","","200"
"12641.0.004","12641.0.004","12641","103","","","200"
"12640.0.001","12640.0.001","12640","440","","","200"
"12349.0.001","12349.0.001","12349","534","","","200"
"12350.0.002","12350.0.002","12350","534","","","200"
"12350.0.003","12350.0.003","12350","28303","","","200"
"12350.0.004","12350.0.004","12350","28139","","","200"
"12350.0.005","12350.0.005","12350","","","","200"
"12350.0.PP","12350.0.PP","12350","266","8290","","200"
"12316.0.001","12316.0.001","12316","440","","","200"
"12351.0.001","12351.0.001","12351","28139","","","200"
"12351.0.002","12351.0.002","12351","28139","","","200"
"12351.0.003","12351.0.003","12351","28139","","","200"
"12351.0.004","12351.0.004","12351","28139","","","200"
"12351.0.005","12351.0.005","12351","28139","","","200"
"12351.0.006","12351.0.006","12351","28139","","","200"
"12351.0.007","12351.0.007","12351","28139","","","200"
"12351.0.008","12351.0.008","12351","28139","","","200"
"12652.0.001","12652.0.001","12652","534","","","200"
"12353.0.001","12353.0.001","12353","53","","","200"
"12353.0.002","12353.0.002","12353","53","","","200"
"12354.0.001","12354.0.001","12354","534","","","200"
"12362.0.001","12362.0.001","12362","510","","","200"
"12362.0.002","12362.0.002","12362","53","","","200"
"12362.0.003","12362.0.003","12362","53","","","200"
"12362.0.004","12362.0.004","12362","510","","","200"
"12363.0.001","12363.0.001","12363","510","","","200"
"12363.0.002","12363.0.002","12363","510","","","200"
"12365.0.001","12365.0.001","12365","","","","200"
"12366.0.001","12366.0.001","12366","","","","200"
"12367.0.001","12367.0.001","12367","","","","200"
"12653.0.001","12653.0.001","12653","534","","","200"
"12370.0.001","12370.0.001","12370","534","","","200"
"12370.0.002","12370.0.002","12370","534","","","200"
"12378.0.001","12378.0.001","12378","266","8290","","200"
"12379.0.001","12379.0.001","12379","266","8290","","200"
"12380.0.001","12380.0.001","12380","266","8290","","200"
"12381.0.001","12381.0.001","12381","266","8290","","200"
"12654.0.001","12654.0.001","12654","534","","","200"
"12385.0.001","12385.0.001","12385","534","","","200"
"12388.0.001","12388.0.001","12388","534","","","200"
"12655.0.001","12655.0.001","12655","534","","","200"
"12393.0.401","12393.0.401","12393","361","","","300"
"12394.0.501","12394.0.501","12394","361","","","300"
"12395.0.601","12395.0.601","12395","361","","","300"
"12396.0.100","12396.0.100","12396","19","19","","300"
"12397.0.01","12397.0.01","12397","564","","","300"
"12398.0.401","12398.0.401","12398","30","30","","300"
"12398.0.402","12398.0.402","12398","184","184","","300"
"12398.0.403","12398.0.403","12398","192","192","","300"
"12398.0.404","12398.0.404","12398","28291","28291","","300"
"12398.0.405","12398.0.405","12398","10512","10512","","300"
"12398.0.406","12398.0.406","12398","413","413","","300"
"12398.0.408","12398.0.408","12398","22836","22836","","300"
"12398.0.410","12398.0.410","12398","631","631","","300"
"12399.0.502","12399.0.502","12399","246","246","","300"
"12399.0.503","12399.0.503","12399","22936","22936","","300"
"12399.0.504","12399.0.504","12399","221","221","","300"
"12399.0.505","12399.0.505","12399","15324","28294","","300"
"12399.0.506","12399.0.506","12399","370","370","","300"
"12399.0.508","12399.0.508","12399","28459","28459","","300"
"12399.0.509","12399.0.509","12399","602","602","","300"
"12399.0.510","12399.0.510","12399","614","614","","300"
"12400.0.602","12400.0.602","12400","357","357","","300"
"12400.0.604","12400.0.604","12400","401","401","","300"
"12400.0.605","12400.0.605","12400","28292","28292","","300"
"12400.0.606","12400.0.606","12400","463","463","","300"
"12400.0.607","12400.0.607","12400","500","500","","300"
"12400.0.608","12400.0.608","12400","548","548","","300"
"12400.0.609","12400.0.609","12400","15375","15375","","300"
"12400.0.610","12400.0.610","12400","622","622","","300"
"12659.0.001","12659.0.001","12659","28390","28390","","300"
"12657.0.001","12657.0.001","12657","484","","","300"
"12639.0.101","12639.0.101","12639","621","621","","300"
"12639.0.102","12639.0.102","12639","558","558","","300"
"12639.0.103","12639.0.103","12639","22072","22072","","300"
"12646.0.401","12646.0.401","12646","22836","","","300"
"12646.0.402","12646.0.402","12646","10512","","","300"
"12646.0.403","12646.0.403","12646","192","","","300"
"12646.0.404","12646.0.404","12646","184","","","300"
"12646.0.501","12646.0.501","12646","602","","","300"
"12646.0.502","12646.0.502","12646","221","","","300"
"12646.0.503","12646.0.503","12646","614","","","300"
"12646.0.504","12646.0.504","12646","246","","","300"
"12646.0.601","12646.0.601","12646","357","","","300"
"12646.0.602","12646.0.602","12646","500","","","300"
"12646.0.603","12646.0.603","12646","548","","","300"
"12646.0.604","12646.0.604","12646","622","","","300"
"12646.0.605","12646.0.605","12646","621","","","300"
"12646.0.606","12646.0.606","12646","22072","","","300"
"12646.0.607","12646.0.607","12646","558","","","300"
"12401.0.401","12401.0.401","12401","30","","","300"
"12401.0.402","12401.0.402","12401","240","","","300"
"12401.0.403","12401.0.403","12401","413","","","300"
"12401.0.404","12401.0.404","12401","22072","","","300"
"12401.0.405","12401.0.405","12401","631","","","300"
"12402.0.501","12402.0.501","12402","262","","","300"
"12402.0.502","12402.0.502","12402","15375","","","300"
"12402.0.503","12402.0.503","12402","454","","","300"
"12402.0.504","12402.0.504","12402","170","","","300"
"12402.0.505","12402.0.505","12402","278","","","300"
"12403.0.601","12403.0.601","12403","405","","","300"
"12403.0.602","12403.0.602","12403","558","","","300"
"12403.0.603","12403.0.603","12403","370","","","300"
"12403.0.604","12403.0.604","12403","463","","","300"
"12403.0.605","12403.0.605","12403","401","","","300"
"12404.0.401","12404.0.401","12404","22881","","","300"
"12405.0.501","12405.0.501","12405","22881","","","300"
"12406.0.601","12406.0.601","12406","22881","","","300"
"12407.0.401","12407.0.401","12407","184","","","300"
"12407.0.402","12407.0.402","12407","22836","","","300"
"12407.0.403","12407.0.403","12407","10512","","","300"
"12407.0.404","12407.0.404","12407","621","","","300"
"12407.0.405","12407.0.405","12407","192","","","300"
"12408.0.501","12408.0.501","12408","516","","","300"
"12408.0.502","12408.0.502","12408","614","","","300"
"12408.0.503","12408.0.503","12408","163","","","300"
"12408.0.504","12408.0.504","12408","602","","","300"
"12408.0.505","12408.0.505","12408","221","","","300"
"12409.0.601","12409.0.601","12409","500","","","300"
"12409.0.602","12409.0.602","12409","357","","","300"
"12409.0.603","12409.0.603","12409","246","","","300"
"12409.0.604","12409.0.604","12409","622","","","300"
"12409.0.605","12409.0.605","12409","548","","","300"
"12410.0.401","12410.0.401","12410","414","","","300"
"12411.0.501","12411.0.501","12411","414","","","300"
"12412.0.601","12412.0.601","12412","414","","","300"
"12413.0.401","12413.0.401","12413","564","","","300"
"12414.0.501","12414.0.501","12414","564","","","300"
"12415.0.601","12415.0.601","12415","338","","","300"
"12416.0.401","12416.0.401","12416","184","","","300"
"12416.0.402","12416.0.402","12416","22836","","","300"
"12416.0.403","12416.0.403","12416","10512","","","300"
"12416.0.404","12416.0.404","12416","621","","","300"
"12416.0.405","12416.0.405","12416","192","","","300"
"12417.0.501","12417.0.501","12417","516","","","300"
"12417.0.502","12417.0.502","12417","614","","","300"
"12417.0.503","12417.0.503","12417","163","","","300"
"12417.0.504","12417.0.504","12417","602","","","300"
"12417.0.505","12417.0.505","12417","221","","","300"
"12418.0.601","12418.0.601","12418","500","","","300"
"12418.0.602","12418.0.602","12418","357","","","300"
"12418.0.603","12418.0.603","12418","246","","","300"
"12418.0.604","12418.0.604","12418","622","","","300"
"12418.0.605","12418.0.605","12418","548","","","300"
"12419.0.401","12419.0.401","12419","184","","","300"
"12419.0.402","12419.0.402","12419","22836","","","300"
"12419.0.403","12419.0.403","12419","10512","","","300"
"12419.0.404","12419.0.404","12419","621","","","300"
"12419.0.405","12419.0.405","12419","192","","","300"
"12420.0.501","12420.0.501","12420","516","","","300"
"12420.0.502","12420.0.502","12420","614","","","300"
"12420.0.503","12420.0.503","12420","163","","","300"
"12420.0.504","12420.0.504","12420","602","","","300"
"12420.0.505","12420.0.505","12420","221","","","300"
"12421.0.601","12421.0.601","12421","500","","","300"
"12421.0.602","12421.0.602","12421","357","","","300"
"12421.0.603","12421.0.603","12421","246","","","300"
"12421.0.604","12421.0.604","12421","622","","","300"
"12421.0.605","12421.0.605","12421","548","","","300"
"12422.0.401","12422.0.401","12422","110","","","400"
"12422.0.402","12422.0.402","12422","110","","","400"
"12422.0.403","12422.0.403","12422","110","","","400"
"12422.0.404","12422.0.404","12422","110","","","400"
"12422.0.405","12422.0.405","12422","110","","","400"
"12422.0.406","12422.0.406","12422","110","","","400"
"12422.0.407","12422.0.407","12422","110","","","400"
"12422.0.408","12422.0.408","12422","110","","","400"
"12423.0.501","12423.0.501","12423","110","","","400"
"12423.0.502","12423.0.502","12423","110","","","400"
"12423.0.503","12423.0.503","12423","110","","","400"
"12423.0.504","12423.0.504","12423","110","","","400"
"12423.0.505","12423.0.505","12423","110","","","400"
"12423.0.506","12423.0.506","12423","110","","","400"
"12423.0.507","12423.0.507","12423","110","","","400"
"12423.0.508","12423.0.508","12423","110","","","400"
"12424.0.601","12424.0.601","12424","110","","","400"
"12424.0.602","12424.0.602","12424","110","","","400"
"12424.0.603","12424.0.603","12424","110","","","400"
"12424.0.604","12424.0.604","12424","110","","","400"
"12424.0.605","12424.0.605","12424","110","","","400"
"12424.0.606","12424.0.606","12424","110","","","400"
"12424.0.607","12424.0.607","12424","110","","","400"
"12424.0.608","12424.0.608","12424","110","","","400"
"12425.0.01","12425.0.01","12425","520","","","400"
"12426.0.401","12426.0.401","12426","32","32","","400"
"12426.0.402","12426.0.402","12426","236","236","","400"
"12426.0.403","12426.0.403","12426","256","256","","400"
"12426.0.404","12426.0.404","12426","18","18","","400"
"12426.0.405","12426.0.405","12426","319","319","","400"
"12426.0.406","12426.0.406","12426","408","408","","400"
"12426.0.407","12426.0.407","12426","441","441","","400"
"12426.0.408","12426.0.408","12426","553","553","","400"
"12426.0.409","12426.0.409","12426","262","262","","400"
"12426.0.410","12426.0.410","12426","516","516","","400"
"12427.0.501","12427.0.501","12427","13","13","","400"
"12427.0.502","12427.0.502","12427","50","50","","400"
"12427.0.503","12427.0.503","12427","284","284","","400"
"12427.0.504","12427.0.504","12427","334","334","","400"
"12427.0.505","12427.0.505","12427","527","527","","400"
"12427.0.506","12427.0.506","12427","562","562","","400"
"12427.0.507","12427.0.507","12427","566","566","","400"
"12427.0.508","12427.0.508","12427","591","591","","400"
"12427.0.509","12427.0.509","12427","163","163","","400"
"12427.0.510","12427.0.510","12427","454","454","","400"
"12428.0.601","12428.0.601","12428","109","109","","400"
"12428.0.602","12428.0.602","12428","180","180","","400"
"12428.0.603","12428.0.603","12428","193","193","","400"
"12428.0.604","12428.0.604","12428","261","261","","400"
"12428.0.605","12428.0.605","12428","423","423","","400"
"12428.0.606","12428.0.606","12428","456","456","","400"
"12428.0.607","12428.0.607","12428","499","499","","400"
"12428.0.608","12428.0.608","12428","517","517","","400"
"12428.0.609","12428.0.609","12428","268","268","","400"
"12647.0.401","12647.0.401","12647","32","","","400"
"12647.0.402","12647.0.402","12647","441","","","400"
"12647.0.403","12647.0.403","12647","408","","","400"
"12647.0.404","12647.0.404","12647","18","","","400"
"12647.0.405","12647.0.405","12647","516","","","400"
"12647.0.501","12647.0.501","12647","566","","","400"
"12647.0.502","12647.0.502","12647","284","","","400"
"12647.0.503","12647.0.503","12647","591","","","400"
"12647.0.504","12647.0.504","12647","562","","","400"
"12647.0.505","12647.0.505","12647","163","","","400"
"12647.0.506","12647.0.506","12647","591","","","400"
"12647.0.601","12647.0.601","12647","517","","","400"
"12647.0.602","12647.0.602","12647","261","","","400"
"12647.0.603","12647.0.603","12647","591","","","400"
"12651.0.401","12651.0.401","12651","319","","","400"
"12651.0.402","12651.0.402","12651","236","","","400"
"12651.0.403","12651.0.403","12651","256","","","400"
"12651.0.404","12651.0.404","12651","553","","","400"
"12651.0.405","12651.0.405","12651","262","","","400"
"12432.0.401","12432.0.401","12432","98","","","400"
"12432.0.402","12432.0.402","12432","98","","","400"
"12432.0.403","12432.0.403","12432","98","","","400"
"12432.0.404","12432.0.404","12432","98","","","400"
"12432.0.405","12432.0.405","12432","98","","","400"
"12432.0.406","12432.0.406","12432","98","","","400"
"12432.0.407","12432.0.407","12432","98","","","400"
"12432.0.408","12432.0.408","12432","98","","","400"
"12433.0.501","12433.0.501","12433","98","","","400"
"12433.0.502","12433.0.502","12433","98","","","400"
"12433.0.503","12433.0.503","12433","98","","","400"
"12433.0.504","12433.0.504","12433","98","","","400"
"12433.0.505","12433.0.505","12433","98","","","400"
"12433.0.506","12433.0.506","12433","98","","","400"
"12433.0.507","12433.0.507","12433","98","","","400"
"12433.0.508","12433.0.508","12433","98","","","400"
"12434.0.601","12434.0.601","12434","98","","","400"
"12434.0.602","12434.0.602","12434","98","","","400"
"12434.0.603","12434.0.603","12434","98","","","400"
"12434.0.604","12434.0.604","12434","98","","","400"
"12434.0.605","12434.0.605","12434","98","","","400"
"12434.0.606","12434.0.606","12434","98","","","400"
"12434.0.607","12434.0.607","12434","98","","","400"
"12434.0.608","12434.0.608","12434","98","","","400"
"12435.0.401","12435.0.401","12435","32","","","400"
"12435.0.402","12435.0.402","12435","256","","","400"
"12435.0.403","12435.0.403","12435","408","","","400"
"12435.0.404","12435.0.404","12435","441","","","400"
"12436.0.501","12436.0.501","12436","284","","","400"
"12436.0.502","12436.0.502","12436","18","562","","400"
"12436.0.503","12436.0.503","12436","566","","","400"
"12436.0.504","12436.0.504","12436","591","","","400"
"12437.0.601","12437.0.601","12437","517","","","400"
"12437.0.602","12437.0.602","12437","261","","","400"
"12438.0.601","12438.0.601","12438","33","","","400"
"12438.0.602","12438.0.602","12438","33","","","400"
"12438.0.603","12438.0.603","12438","33","","","400"
"12438.0.604","12438.0.604","12438","33","","","400"
"12438.0.605","12438.0.605","12438","33","","","400"
"12438.0.606","12438.0.606","12438","33","","","400"
"12438.0.607","12438.0.607","12438","33","","","400"
"12438.0.608","12438.0.608","12438","33","","","400"
"12439.0.401","12439.0.401","12439","33","","","400"
"12439.0.402","12439.0.402","12439","33","","","400"
"12439.0.403","12439.0.403","12439","33","","","400"
"12439.0.404","12439.0.404","12439","33","","","400"
"12439.0.405","12439.0.405","12439","33","","","400"
"12439.0.406","12439.0.406","12439","33","","","400"
"12439.0.407","12439.0.407","12439","33","","","400"
"12439.0.408","12439.0.408","12439","33","","","400"
"12440.0.501","12440.0.501","12440","33","","","400"
"12440.0.502","12440.0.502","12440","33","","","400"
"12440.0.503","12440.0.503","12440","33","","","400"
"12440.0.504","12440.0.504","12440","33","","","400"
"12440.0.505","12440.0.505","12440","33","","","400"
"12440.0.506","12440.0.506","12440","33","","","400"
"12440.0.507","12440.0.507","12440","33","","","400"
"12440.0.508","12440.0.508","12440","33","","","400"
"12441.0.101","12441.0.101","12441","484","484","","400"
"12441.0.102","12441.0.102","12441","149","149","","400"
"12441.0.103","12441.0.103","12441","138","138","","400"
"12660.0.100","12660.0.100","12660","520","619","","400"
"12442.0.401","12442.0.401","12442","619","","","400"
"12442.0.402","12442.0.402","12442","520","","","400"
"12442.0.403","12442.0.403","12442","619","","","400"
"12442.0.404","12442.0.404","12442","619","","","400"
"12442.0.405","12442.0.405","12442","619","","","400"
"12442.0.406","12442.0.406","12442","520","","","400"
"12442.0.407","12442.0.407","12442","520","","","400"
"12442.0.408","12442.0.408","12442","520","","","400"
"12443.0.501","12443.0.501","12443","520","","","400"
"12443.0.502","12443.0.502","12443","619","","","400"
"12443.0.503","12443.0.503","12443","619","","","400"
"12443.0.504","12443.0.504","12443","619","","","400"
"12443.0.505","12443.0.505","12443","520","","","400"
"12443.0.506","12443.0.506","12443","520","","","400"
"12443.0.507","12443.0.507","12443","520","","","400"
"12443.0.508","12443.0.508","12443","619","","","400"
"12444.0.601","12444.0.601","12444","619","","","400"
"12444.0.602","12444.0.602","12444","619","","","400"
"12444.0.603","12444.0.603","12444","619","","","400"
"12444.0.604","12444.0.604","12444","619","","","400"
"12444.0.605","12444.0.605","12444","619","","","400"
"12444.0.606","12444.0.606","12444","619","","","400"
"12444.0.607","12444.0.607","12444","619","","","400"
"12444.0.608","12444.0.608","12444","619","","","400"
"12445.0.401","12445.0.401","12445","32","","","400"
"12445.0.402","12445.0.402","12445","256","","","400"
"12445.0.403","12445.0.403","12445","408","","","400"
"12445.0.404","12445.0.404","12445","441","","","400"
"12446.0.501","12446.0.501","12446","284","","","400"
"12446.0.502","12446.0.502","12446","562","","","400"
"12446.0.503","12446.0.503","12446","566","","","400"
"12446.0.504","12446.0.504","12446","591","","","400"
"12447.0.601","12447.0.601","12447","193","","","400"
"12447.0.602","12447.0.602","12447","456","","","400"
"12448.0.401","12448.0.401","12448","32","","","400"
"12448.0.402","12448.0.402","12448","256","","","400"
"12448.0.403","12448.0.403","12448","408","","","400"
"12448.0.404","12448.0.404","12448","441","","","400"
"12449.0.501","12449.0.501","12449","284","","","400"
"12449.0.502","12449.0.502","12449","562","","","400"
"12449.0.503","12449.0.503","12449","566","","","400"
"12449.0.504","12449.0.504","12449","591","","","400"
"12450.0.601","12450.0.601","12450","193","","","400"
"12450.0.602","12450.0.602","12450","456","","","400"
"12452.0.101","12452.0.101","12452","265","","","500"
"12452.0.102","12452.0.102","12452","265","","","500"
"12452.0.103","12452.0.103","12452","265","","","500"
"12452.0.104","12452.0.104","12452","265","","","500"
"12452.0.105","12452.0.105","12452","265","","","500"
"12452.0.106","12452.0.106","12452","265","","","500"
